Tag Value,Owner Reputation,Owner User ID,Owner User Type,Owner Display Name,Is Answered,View Count,Answer Count,Score,Question ID,Last Activity Date,Gold Badges,Silver Badges,Bronze Badges
"python, executable, attributeerror, py2exe, setup.py",311,19628700,registered,finman69,False,641,2,1,73353642,1709136958,0,1,8
terraform,5788,4415079,registered,slipperypete,True,40032,2,24,60979263,1709136950,1,5,18
"c++, qt, qwidget, minimum-size",43,3545556,registered,Estefunny,True,6326,1,2,25384638,1709136935,0,1,9
"python, dll, environment, arcgis, geopandas",369,17274113,registered,Max Duso,False,21,0,0,77970082,1709136931,1,2,9
"python, numpy",91,3063326,registered,potpie,True,1476,1,2,69399035,1709136920,0,1,7
"azure, kql, azure-container-apps",201,3668152,registered,Jens Roderus,False,31,1,0,78068439,1709136919,0,1,11
"java, selenium-webdriver",1,23496571,registered,Ziko Mudin,False,44,1,-1,78074521,1709136914,0,0,3
terraform,5788,4415079,registered,slipperypete,True,40032,2,24,60979263,1709136950,1,5,18
"c++, qt, qwidget, minimum-size",43,3545556,registered,Estefunny,True,6326,1,2,25384638,1709136935,0,1,9
"python, dll, environment, arcgis, geopandas",369,17274113,registered,Max Duso,False,21,0,0,77970082,1709136931,1,2,9
"python, numpy",91,3063326,registered,potpie,True,1476,1,2,69399035,1709136920,0,1,7
"azure, kql, azure-container-apps",201,3668152,registered,Jens Roderus,False,31,1,0,78068439,1709136919,0,1,11
"java, selenium-webdriver",1,23496571,registered,Ziko Mudin,False,44,1,-1,78074521,1709136914,0,0,3
"sql, date, t-sql, datetime, sql-server-2008",34290,5769,registered,Eddie Groves,True,3675814,46,2178,113045,1709136911,5,12,19
"azure, azure-devops, continuous-integration",1,13979129,registered,Bronems,False,8,0,0,78076000,1709136907,0,0,1
"amazon-web-services, powershell, amazon-s3, aws-powershell",891,738190,registered,Brian Colavito,False,10,0,1,78075997,1709136882,1,3,13
"spring, spring-boot, reverse-proxy",5,7557097,registered,Pratik Shekhar,False,8,0,0,78075996,1709136881,0,0,4
"python, macos, ssl, truststore",165038,99834,registered,sorin,True,138699,10,92,40684543,1709136873,9,21,42
"php, docker, symfony, .htaccess",347,3751633,registered,Lo&#239;c Pennamen,False,17,0,1,78075994,1709136859,0,2,12
"laravel, laravel-livewire, livewire-3",1,17164808,registered,Jose,False,13,0,0,78075930,1709136851,0,0,1
"python, beautifulsoup, python-requests, html-parser",15,13441811,registered,Rubini,True,532,2,0,62409804,1709136845,0,0,2
"python, arrays, numpy",53,14313324,registered,Sandeep Kumar,True,2289,3,2,64825426,1709136840,0,1,3
"performance, next.js, lighthouse",210,17689409,registered,Aden Lee,True,1484,2,0,73962917,1709136824,0,2,10
"java, itext",3557,4450024,registered,Nu&#241;ito Calzada,False,7,0,0,78075987,1709136821,2,12,22
"javascript, asynchronous",13,23066619,registered,Clarify,False,30,1,0,78075822,1709136817,0,0,3
"sql, database, postgresql, datetime, database-design",1,21306790,registered,justanotherdeveloper,False,25,0,-1,78072476,1709136816,0,0,2
"r, shiny, dt",448,4532533,registered,Dimon D.,False,22,1,0,78075428,1709136814,0,2,12
"sqlite, .net-maui",123,16148808,registered,Jim,True,3478,4,12,72755874,1709136812,0,1,4
"sql, node.js, postgresql, express, pg",43,19664493,registered,Jakub Godlewski,False,40,1,0,78075045,1709136807,0,0,4
"css, google-chrome, google-chrome-devtools",1209,3570943,registered,AJeezy9,True,27693,4,76,29869426,1709136801,1,4,11
"asp.net-mvc, pdf-conversion",414,3244360,registered,Rameshwar Trivedi,True,62316,10,10,21495273,1709136793,1,3,12
"3d, autocad, autodesk-model-derivative",179,12154608,registered,Aboude,False,980,2,0,73085154,1709136793,0,1,9
"ruby, rubygems, bundler",27676,180663,registered,meow,True,117783,13,184,6317980,1709136789,4,8,16
"spring-boot, error-handling, spring-data-redis",2303,1196765,registered,tweetysat,False,832,1,2,72826214,1709136788,1,4,16
"java, spring-boot, opencsv",671,1169535,registered,Stefania,False,15,0,0,78075708,1709136787,1,3,14
"android, animation, zooming",33130,624069,registered,Niranj Patel,True,19117,4,6,5167199,1709136780,4,17,37
powershell,113,5061596,registered,ADY,True,9,2,1,78075750,1709136775,0,1,8
"python, python-3.x",541,382200,registered,headscratch,False,71,0,0,78063838,1709136768,1,2,11
"php, nginx",23,3669322,registered,Robisonweb,False,4,0,0,78075970,1709136761,0,0,6
"c#, asp.net-core-mvc, asp.net-core-3.1",341,14024210,registered,Mr.Technician,True,11131,5,11,63181061,1709136748,1,4,13
"istio, istio-gateway",3,21794274,registered,Vijay,False,14,0,0,77967183,1709136744,0,0,3
"mongodb, windows, mongosh",8138,6630084,registered,Jackdaw,True,16,1,0,78075865,1709136736,5,8,20
"javascript, node.js, typescript",11,23491406,registered,RPK_WRK,False,59,1,1,78068675,1709136731,0,0,1
"kivy, kivymd",17,15545290,registered,Sidhant,False,7,0,-1,78075962,1709136722,0,0,2
"sql-server, stored-procedures, union, multiple-tables",9,22387758,registered,Abhilash_P,True,59,2,-1,77962155,1709136704,0,0,1
sql,13,23497172,registered,MAY,True,20,1,-1,78075898,1709136697,0,0,1
terraform,1,20451879,registered,Daniel dos Anjos Souza,False,16,1,0,78075184,1709136688,0,0,1
"python, pandas, dataframe, dictionary",23,23314881,registered,MaaikevR,True,40,2,2,78075725,1709136685,0,0,3
"c++, cmake, zephyr-rtos, cpputest",534,3170657,registered,Joris,True,39,1,-2,77954326,1709136685,0,3,7
"reactjs, nextui, react-aria",400,657173,registered,Daniel,False,7,0,0,78075956,1709136682,0,2,11
"javascript, testing",107,23056568,registered,Kenji Ginjo,False,7,0,-1,78075955,1709136677,0,0,4
flutter,11,23479277,registered,krishna veni,False,49,1,1,78056237,1709136672,0,0,3
"java, android",59616,397991,registered,Eugene,True,13702,5,14,13891841,1709136672,4,9,25
"python, regex, postal-code",20267,30786,registered,RailsSon,True,15389,4,6,378157,1709136663,3,7,16
"c#, azure-bot-service, azure-communication-services",2181,6123422,registered,Cedric Arnould,False,5,0,0,78075952,1709136649,2,7,19
"opencv, image-processing, computer-vision, feature-detection, sift",21,4707432,registered,Vitaly,False,22,0,0,78071566,1709136643,0,1,3
"image-processing, ffmpeg",7015,846281,registered,Andrew Simpson,True,119201,6,87,28806816,1709136638,3,6,19
"c#, .net-6.0, blazor-server-side, mudblazor",427,4579959,registered,Ksdmg,True,506,2,1,75470446,1709136627,0,5,15
"javascript, vue.js, vuetify.js",21373,3329664,registered,Billal Begueradj,True,6742,5,4,59370702,1709136626,9,22,33
"reactjs, react-navigation, react-dom",1,23497583,registered,JKannan1503,False,10,1,0,78075842,1709136624,0,0,2
"google-cloud-dataflow, apache-beam",387,8490994,registered,crbl,False,5,0,0,78075948,1709136623,0,2,8
"python, decimal, fixed-point, bit-representation",303,4692610,registered,MW2023,False,24,0,1,78075946,1709136612,0,2,10
"python-3.x, jax",1208,8648710,registered,neel g,False,7,0,0,78075943,1709136597,1,5,19
"javascript, reactjs",7849,11232091,registered,moys,True,34,2,-1,78075462,1709136595,2,7,23
"pose-estimation, openpose",19,15238862,registered,Houssem Mejbri,False,5,0,0,78075942,1709136591,0,0,4
"rust, autograd",23,21310358,registered,RickarySanchez,False,37,0,0,78064218,1709136591,0,0,3
"azure, terraform, terraform-provider-azure",43,23116578,registered,Madhumitha,True,36,2,0,78074766,1709136589,0,0,5
"css, css-grid",7714,551357,registered,Luca Reghellin,True,20,1,1,78075515,1709136575,2,10,26
".net, testing, integration-testing, pact, pact-net",1,23441376,registered,Abdullah,False,16,0,-1,78074059,1709136553,0,0,1
"react-native, victory-charts, victory-native",3295,5824563,registered,Phil Lucks,False,6,0,0,78075935,1709136544,1,8,19
"scala, apache-spark",125,6698715,registered,Sri Bharath,False,15,2,0,78073856,1709136516,1,1,8
"react-native, visual-studio-app-center, appcenter",886,2039071,registered,Kapil,False,225,2,0,75222064,1709136508,0,2,12
"css, css-float, pseudo-element",49843,1243641,registered,Scott Sauyet,True,61,1,0,78023284,1709136503,4,19,42
"arrays, plc, siemens, tia-portal",1,22331287,registered,eli_f,False,44,2,0,77222591,1709136503,0,0,1
"c#, selenium-webdriver, cucumber",51,12868929,registered,Manko,False,19,0,0,78075155,1709136487,0,1,5
"azure, multi-tenant, azureportal, azure-entra-id",199,9133885,registered,Unnamed,True,92,1,0,78063021,1709136478,0,1,9
"python, regex, string, algorithm",935,1092525,registered,Snesticle,True,35427,8,42,11090289,1709136457,1,3,10
"java, aem, aem-6",290,5111399,registered,Mr Nsubuga,False,10,1,0,78075452,1709136438,0,3,8
"java, maven, log4j, maven-dependency-plugin",11,23497397,registered,Nth Dimension,False,16,0,1,78075913,1709136408,0,0,2
"python, statistics, stat",1,23484777,registered,safa bousbih,False,21,0,0,78073906,1709136404,0,0,1
"android, android-studio, gradle, gradle-kotlin-dsl",4376,423199,registered,Hector,False,196,1,6,77242221,1709136404,4,8,17
"python, bash, filesystems, sys",3120,1945087,registered,J Jones,True,3229,3,6,25344841,1709136388,1,4,14
"python, numpy, indexing, numpy-ndarray",7,23463397,registered,user23463397,True,82,3,-1,78074409,1709136384,0,0,2
"c#, amazon-ec2, amazon-rds",45,10477606,registered,alooparantha,False,14,0,-1,78075896,1709136380,0,1,5
"flutter, firebase, dart, firebase-cloud-messaging",1,23391721,registered,kevin lompo,False,15,0,0,78075816,1709136379,0,0,2
"c#, string",22929,327528,registered,CJ7,True,8063,6,52,2778827,1709136363,3,8,27
"python, docker, networking, open-telemetry, jaeger",485,2460464,registered,user2460464,False,27,1,0,77956061,1709136360,0,3,5
sql,1,16282798,registered,HELLO,False,5433,5,0,68071836,1709136353,0,1,1
"excel, vba",11,23205445,registered,One In The Net,False,61,1,0,78009311,1709136323,0,0,3
"c#, itext, nullreferenceexception",215,10193931,registered,John,True,1771,2,-1,64156487,1709136307,1,3,12
"swift, macos, image, swiftui, animated-gif",10266,4423545,registered,Andrew_STOP_RU_WAR_IN_UA,True,10103,3,1,70369610,1709136293,3,9,33
"java, spring-boot, yaml, swagger, swagger-codegen",31,17579520,registered,Alexey Dolzhenko,False,9498,1,2,70213404,1709136280,0,1,3
"gradle, sonarqube, liferay, sonarqube-scan",51,1402938,registered,p.hevia,False,12346,1,2,48976502,1709136280,1,1,4
"mysql, function, sql-insert",135,1854264,registered,Annie,False,8262,1,3,42152351,1709136280,0,1,11
"android, opencv, tesseract",897,4529022,registered,adlagar,False,9998,1,12,30479002,1709136280,0,3,16
"selenium-webdriver, web-scraping, browser, playwright, bypass",5959,1230477,registered,Igor Savinkin,True,16,1,1,78075814,1709136279,3,8,22
"javascript, react-native, openai-api",9,18152335,registered,Ahmed Alkali,False,21,0,-1,78075548,1709136278,0,0,2
"java, spring-boot, yaml, swagger, swagger-codegen",31,17579520,registered,Alexey Dolzhenko,False,9498,1,2,70213404,1709136280,0,1,3
"gradle, sonarqube, liferay, sonarqube-scan",51,1402938,registered,p.hevia,False,12346,1,2,48976502,1709136280,1,1,4
"mysql, function, sql-insert",135,1854264,registered,Annie,False,8262,1,3,42152351,1709136280,0,1,11
"android, opencv, tesseract",897,4529022,registered,adlagar,False,9998,1,12,30479002,1709136280,0,3,16
"selenium-webdriver, web-scraping, browser, playwright, bypass",5959,1230477,registered,Igor Savinkin,True,16,1,1,78075814,1709136279,3,8,22
"javascript, react-native, openai-api",9,18152335,registered,Ahmed Alkali,False,21,0,-1,78075548,1709136278,0,0,2
"autodesk-forge, autodesk-viewer, autodesk, autodesk-data-management, autodesk-tandem",15,22192309,registered,james,True,30,1,1,78068501,1709136263,0,0,4
"html, css, pseudo-element, clearfix",15445,5399734,registered,nalzok,True,491,1,0,40223841,1709136257,7,18,33
"r, ggplot2, charts, ggrepel",137,2319752,registered,lmhamilt,True,1794,2,5,56318012,1709136240,0,1,7
docker,681,3775535,registered,cly,False,11,0,-1,78075908,1709136210,0,1,11
sql-server,1,5543808,registered,PDiddy,True,35,2,-2,78075657,1709136192,0,1,4
"javascript, jquery, date, document-ready, tempus-dominus-datetimepicker",4172,383779,registered,sergiol,False,26,0,0,77846045,1709136182,3,13,26
"reactjs, next.js, tailwind-css",20,16388584,registered,Krish Patel,False,21,1,0,78074063,1709136179,0,0,4
"fonts, windows-10",509,9704909,registered,J&#246;rg,True,40960,4,31,55264642,1709136161,1,3,9
clickhouse,157,1630673,registered,Greg,True,433,2,1,71171288,1709136157,0,1,8
"html, email, outlook, html-email, mjml",1,23495593,registered,Corentin Maille,False,29,0,0,78074791,1709136142,0,0,1
"python, dataframe, filter, parallel-processing, multiprocessing",123,10974066,registered,Vineet Mangal,False,7,0,-1,78075628,1709136141,0,0,6
"c, pointers, gcc",2358,3808573,registered,ssd,True,111989,7,20,26805461,1709136100,2,7,18
"c#, .net, encryption, aes",59,12116373,registered,Another Weeb,False,81,0,0,78059786,1709136083,0,0,6
"azure-devops, azure-pipelines-yaml",109,18610347,registered,user18610347,False,1026,2,0,75440856,1709136072,0,1,6
"python, scrapy",47144,984621,registered,user984621,False,23,1,1,78061902,1709136064,5,8,17
pytest,11,18233243,registered,Bartek Z,False,1364,1,1,71159245,1709136060,0,0,3
"ffmpeg, http-live-streaming",156,6311333,registered,GalaDOS,False,533,1,1,52255000,1709136048,0,0,7
"powerbi, dax",15,23199809,registered,charterd,False,18,1,0,78060969,1709136048,0,0,4
yarnpkg,271,14536000,registered,Horkos,False,12,0,0,78075853,1709136022,1,2,10
"node.js, coap",369,12257219,registered,nithinks,False,15,1,0,78073481,1709135969,0,2,12
"javascript, authentication, vite, mern",1,23497084,registered,Zohra,False,17,0,-4,78075678,1709135966,0,0,2
"python, sql-server, pandas, dataframe, sqldatatypes",13,23068065,registered,Rakhmatjon Nurmatov,False,36,1,0,78075448,1709135960,0,0,3
"phpstorm, jetbrains-ide",1898,2257418,registered,Hardist,True,526,2,4,74246045,1709135904,1,8,17
vue.js,27,19763884,registered,ianuwebee,True,2182,2,1,73381906,1709135901,0,0,4
"java, .net, encryption",47892,365251,registered,markzzz,False,25,0,0,78075882,1709135892,3,11,23
php,1,13990034,registered,Praub,False,27,0,0,78075323,1709135866,0,0,2
"python, flask",27,15565684,registered,SemperVirens,False,24,0,-4,78075642,1709135854,0,0,6
"java, spring, spring-boot, hibernate, spring-restcontroller",11,23086484,registered,Fleky,False,42,1,0,78075030,1709135840,0,0,3
android,1,23497637,registered,Syed Ghouser,False,8,0,0,78075872,1709135837,0,0,1
"python, numpy, iteration",1,12504788,registered,Exi0022,False,58,0,0,78074876,1709135820,0,0,2
"swift, swift-data",195,13779748,registered,quaternionboy,False,11,0,0,78075783,1709135817,0,0,10
powershell,3233,8397835,registered,Cataster,True,6195,2,3,56799474,1709135815,1,5,17
"google-cloud-platform, google-cloud-vertex-ai, google-cloud-ai",1453,2017943,registered,DarioB,False,4,0,0,78075809,1709135794,1,3,14
"dockerfile, azure-aks, nginx-ingress, github-app, probot",53,20532133,registered,Mani Shankar,False,10,0,0,78075871,1709135779,0,1,3
"c#, kotlin",7,15391734,registered,Space Fish,True,108,2,-2,78073082,1709135777,0,1,2
"android, kotlin, android-service, aidl, android-service-binding",38,13260536,registered,Kugge,False,6,0,0,78075832,1709135772,0,1,5
"xml, schema, schematron",1168,3057377,registered,nico,True,16,2,1,78074987,1709135768,1,4,18
"javascript, performance-testing, load-testing, artillery",3,13912168,registered,Jorge00,False,22,1,0,78075179,1709135763,0,0,1
"python, matplotlib, keras, lstm, prediction",1,23461499,registered,You 0,False,40,1,0,78075349,1709135753,0,0,1
"angular, typescript, vercel",37,20418835,registered,sistemas13,False,27,0,1,78069541,1709135746,0,0,5
"docker, aws-cli, amazon-ecr",1,14609930,registered,Ishaan Bhela,False,37,1,0,78073925,1709135745,0,0,1
"python, pandas, dataframe, for-loop",403,9284651,registered,Tmiskiewicz,True,37,1,1,78075813,1709135739,0,1,9
"github, graphql, github-api, github-graphql",568,1698404,registered,mnvbrtn,False,238,2,0,68684052,1709135730,1,2,11
"select, text, google-bigquery, mouse",19,23464337,registered,sebasapel,True,93,2,1,78042489,1709135723,0,0,1
"c#, fedex",1806,4110452,registered,dylanthelion,False,250,0,2,77982622,1709135723,0,6,14
"jsf, primefaces, export, primefaces-datatable",53,5730305,registered,J Dev,True,3341,2,2,49250348,1709135689,0,1,4
"groovy, rounding, bigdecimal",489,8941248,registered,mdrishan,True,2288,2,1,48291173,1709135649,0,2,12
"r, dplyr, r-lavaan, longitudinal, structural-equation-model",1484,5893454,registered,Luis,False,14,0,0,78071203,1709135634,0,4,13
javascript,57,4785059,registered,SRM,True,3196,7,1,40049273,1709135634,0,1,7
"module, ocaml",21,23093502,registered,Marietta Galea,True,13,1,0,78075649,1709135633,0,0,2
"python, python-import",1885,18108367,registered,User051209,False,45,0,0,78075354,1709135630,2,5,16
"r, dplyr, hive, dbplyr",1101,4363315,registered,Chriss Paul,False,12,0,0,78075858,1709135629,0,2,15
google-cloud-dataflow,5383,4057655,registered,sag,True,281,2,0,30294677,1709135623,3,11,26
"sql, postgresql, rolling-computation, windowing",1,17004245,registered,ELM,False,16,0,0,78075810,1709135621,0,0,1
"python, setup.py",6198,897272,registered,dsollen,False,15,0,0,78075855,1709135614,3,9,19
"typescript, astrojs",11207,1458877,registered,Marcel Overdijk,True,1487,1,0,75846799,1709135599,3,7,14
"sql, google-cloud-platform, google-bigquery",1,23497586,registered,Pankaj Ray,False,14,0,-2,78075851,1709135596,0,0,1
hyperscript,35,1890324,registered,Ruslan Ustits,True,499,3,2,71226697,1709135596,0,0,6
"php, apache, fpm",1,14054301,registered,mblackroot,False,35,1,-2,78048010,1709135591,0,0,2
"spring-boot, grpc, grpc-java",86,6458866,registered,amx,False,5,0,0,78075847,1709135588,0,0,4
"javascript, reactjs, astrojs",5362,4184592,registered,Dark star,False,1533,1,1,75781384,1709135588,2,5,14
"sql, sqlite, indexing",12729,1560850,registered,valdo,False,14,0,0,78075846,1709135575,1,9,20
"google-sheets, google-apps-script, formula, copy-paste",13,23410184,registered,Gianmarco Bertin,False,13,0,0,78075845,1709135572,0,0,2
"ios, swiftui, mediapipe",179,13079269,registered,S Lareau,False,25,0,0,78063298,1709135570,0,1,5
"python, input, automation, listener",462,2152371,registered,Miko,False,48,1,1,78024239,1709135553,0,3,6
"markdown, astrojs",468,16144470,registered,Shockch4rge,False,492,0,0,75761948,1709135551,0,3,10
"android, flutter, firebase, android-studio, dart",335,19757192,registered,Praveesh Ramroop,False,275,1,1,74908889,1709135547,0,2,9
"reactjs, typescript, json-server",57,9112439,registered,mostafa asadollahy,False,5,0,0,78075841,1709135542,0,1,9
"databricks, azure-databricks",375,14829702,registered,Pengshe,False,6,0,0,78075840,1709135538,0,3,10
"asp.net-core, razor, legend",13,14429199,registered,cavlier145,False,6,0,0,78075839,1709135534,0,0,4
"continuous-integration, azure-pipelines, tfs-2018",11,5297120,registered,Max Sh,False,4,0,0,78075837,1709135510,0,0,4
postgresql,405,931195,registered,kaizenx,True,21614,1,21,42481346,1709135499,1,3,10
"java, web-services, rest, jersey, jersey-client",537,3157090,registered,user3157090,False,962,2,1,26360161,1709135499,1,2,9
"jaxb, maven-jaxb2-plugin, jaxb2-maven-plugin",924,473259,registered,Goozo,False,11,0,0,78075049,1709135499,1,3,14
"dataframe, pyspark, struct, apache-spark-sql",71,8813435,registered,Feng Xue,True,18,1,0,78075656,1709135495,0,0,4
"visual-studio-code, markdown",651,3357926,registered,user3357926,False,13,1,0,78074648,1709135493,1,3,10
"matlab, 3d, interactive",4805,684399,registered,CitizenInsane,False,7,0,1,78075833,1709135477,1,9,21
"flutter, dart",357,20320364,registered,st4tic,True,4158,2,0,74599421,1709135456,0,2,9
"javascript, wordpress, image, plugins, gutenberg-blocks",3,19667763,registered,andrea83,True,19,1,0,78056661,1709135454,0,0,3
"php, redmine, puma",3,20386619,registered,Pavel Shtanko,False,4,0,0,78075828,1709135453,0,0,2
"javascript, reactjs",1,23162214,registered,Nick S,False,31,1,-1,78073403,1709135445,0,0,1
"flutter, flutter-provider",3,23083833,registered,walid,False,11,0,0,78075826,1709135444,0,0,1
"azure, azure-functions",2447,1873140,registered,Rex_C,True,447,2,0,77137034,1709135403,1,5,16
"php, redmine, puma",3,20386619,registered,Pavel Shtanko,False,4,0,0,78075828,1709135453,0,0,2
"javascript, reactjs",1,23162214,registered,Nick S,False,31,1,-1,78073403,1709135445,0,0,1
"flutter, flutter-provider",3,23083833,registered,walid,False,11,0,0,78075826,1709135444,0,0,1
"azure, azure-functions",2447,1873140,registered,Rex_C,True,447,2,0,77137034,1709135403,1,5,16
angular,19,11225607,registered,Daniel,False,23,1,-1,78066761,1709135399,0,0,3
"amazon-web-services, visual-studio, amazon-codewhisperer",375,7554103,registered,wwj123,False,2,0,0,78075818,1709135393,0,2,8
"terraform, devops, terraform-provider-aws",51,19698460,registered,MOHAN KRISHNA,False,33,1,2,78074073,1709135382,0,0,4
"docker, build, buildx, harbor",1,5610505,registered,wei wang,False,7,0,0,78075815,1709135353,0,1,1
"java, gson, deserialization",10089,1902296,registered,humkins,False,751,0,0,36824506,1709135336,3,8,22
"java, spring, websocket, interceptor, messaging",11,22671667,registered,Eugene Kulik,False,98,0,0,77232005,1709135323,0,0,3
"javascript, leaflet",1,23497517,registered,TI231,False,10,0,0,78075812,1709135314,0,0,1
"flutter, macos",1,23497401,registered,Nick Yip,False,8,0,0,78075811,1709135311,0,0,1
"python, discord, discord.py, bots",3,17782079,registered,bogdanel2011 Sandu,False,16,0,0,78075758,1709135304,0,0,3
"salesforce, pardot",81,9799333,registered,Noor ,False,3,0,0,78075806,1709135296,0,1,7
"nginx, twitter, oauth-2.0, keycloak, identity-provider",1,22958704,registered,user22958704,False,18,1,0,78041571,1709135290,0,0,1
"reactjs, astrojs",152,2224542,registered,Graunephar,True,1584,2,1,75625043,1709135288,0,1,8
"python, pipeline",145,10088238,registered,Dimitri,False,9,1,0,78075488,1709135283,1,1,11
"reactjs, material-ui, astrojs",152,2224542,registered,Graunephar,True,2558,1,0,75613671,1709135273,0,1,8
"javascript, routes, url-routing, astrojs",11,20312178,registered,Cheick Diallo,True,972,1,0,75603461,1709135266,0,0,2
"python, python-3.x, pandas, date, datetime",343,10382580,registered,Jeff Coldplume,False,333,1,3,62938240,1709135252,0,1,11
"c, plot, ascii",964,1046691,registered,Pedro_Uno,True,86,3,-2,78063402,1709135252,0,4,12
"java, akka-stream",73,15948642,registered,Sigurd,True,16,1,1,78074112,1709135243,0,0,5
"reactjs, vite, antd",1,23346787,registered,AshwaqK,False,31,0,0,78059735,1709135233,0,0,1
"asp.net, .net, httpclient",1,22337885,registered,arsenii41.2hz,False,13,0,-1,78075797,1709135228,0,0,1
"ansible, ansible-facts, inventory",21,22608227,registered,Rayan Denver,False,37,1,1,78041391,1709135219,0,0,5
"c++, visual-studio, deprecated",1316,234146,registered,Max Yaffe,True,75,1,0,78036249,1709135209,1,3,15
"laravel, docker, ubuntu",1,23496405,registered,Bart-zw,False,24,0,-2,78074439,1709135204,0,0,1
"javascript, astrojs",332,15292496,registered,Keygun2k1,False,645,0,1,75534990,1709135192,0,3,10
"vue.js, pinia, astrojs",3851,248304,registered,angelcervera,True,859,1,1,75503592,1709135185,1,10,21
"visual-studio-code, alpine.js, astrojs",448,802814,registered,gelviis,True,332,1,0,75484522,1709135180,1,2,11
"pdf, netsuite, suitescript, suitescript2.0",269,9635566,registered,4N335,False,8,1,0,78075075,1709135178,0,2,14
"python, kafka-consumer-api",21,13551495,registered,Sagar Gaikwad,True,7593,2,1,61827867,1709135178,0,1,2
"c++, stl, stdset",11,23148339,registered,Atmaram,False,77,1,-1,77708437,1709135172,0,0,1
"npm, command-line-interface, npm-install, astrojs",1,15513372,registered,Reza Arya,False,571,1,0,75424343,1709135172,0,1,1
"logging, ilogger, pinojs, pino",628,2117774,registered,BreenDeen,False,3,0,0,78075790,1709135169,1,5,17
"svg, astrojs",448,9879577,registered,tvandinther,False,383,2,0,75379625,1709135168,0,3,10
"opencv, image-processing, computer-vision, camera-calibration",11,16797529,registered,Aayusha Odari,True,29,1,1,78072261,1709135166,0,0,2
"javascript, typescript, astrojs",510,4377746,registered,Sang,True,2807,1,3,75371121,1709135163,2,4,11
"git, azure-devops, azure-data-factory",25,20260433,registered,Kingsley Okoro,False,7,0,0,78075788,1709135156,0,0,4
"node.js, aws-amplify, astrojs",135,334507,registered,Marcos,False,241,1,0,75316581,1709135156,0,2,10
"javascript, reactjs, windows, macos",1,23497558,registered,Mariya Rashkova,False,12,0,0,78075770,1709135149,0,0,1
astrojs,1787,1161750,registered,Aleksandr Albert,True,1391,1,0,75283748,1709135147,1,5,13
"javascript, tailwind-css, vite, sveltekit",693,255613,registered,Dois,True,527,2,4,71633327,1709135143,1,4,12
"c#, string, ascii",3489,606537,registered,Student,True,190918,8,30,5348844,1709135141,1,5,16
"c++, clang, ubsan",87,9107752,registered,Gorez Tony,False,39,1,-1,78035441,1709135136,0,1,6
"node.js, docker",197,7758633,registered,KastenBrot,True,3428,3,3,77186044,1709135133,0,1,12
"r, ggplot2",1342,5695511,registered,bic ton,True,27,2,0,78075474,1709135116,1,2,11
"flask, flask-sqlalchemy, flask-migrate",472,12848204,registered,Saif,True,11269,3,15,62640576,1709135115,1,2,14
"javafx, canvas",35,5543130,registered,tretonis,True,31,1,1,78074859,1709135108,0,0,5
"schema, liquibase",11,23406054,registered,techi,False,44,1,1,78019692,1709135089,0,0,2
fluentvalidation,1924,1764116,registered,NSS,False,16,0,0,77897451,1709135069,1,4,14
"python, python-3.x, http, python-requests, redirect",362,9021273,registered,tgwtdt,True,2040,4,5,47537644,1709135065,0,2,13
"javascript, reactjs",1,20592571,registered,MNN,False,31,0,-3,78075673,1709135065,0,0,3
"flutter, dart",121,4207853,registered,G&#252;ven Acar,True,19,1,0,78075540,1709135063,0,2,9
azure-devops,441,1864552,registered,JS noob,False,42,2,1,78068487,1709135063,0,2,10
"wpf, webbrowser-control",20747,151200,registered,Andrey,True,61534,1,70,2585782,1709135062,3,11,27
webhooks,11,8581816,registered,Ugesh 247,True,10674,2,1,59208288,1709135043,1,1,2
"python, country-codes, iso-3166",87,15229526,registered,Akyna,True,3810,3,3,66788711,1709135042,0,1,7
"c#, java",102801,130758,registered,devoured elysium,True,147709,8,142,2806545,1709135039,5,14,27
"python, opencv",4612,5049813,registered,Pro Q,True,7406,2,9,49602465,1709135035,2,11,25
"docker, hyper-v",53,17192649,registered,Михайло Куриця,False,14,0,-1,78075773,1709135034,0,0,6
quarkus,1,4363409,registered,Alex,False,5,0,-1,78075772,1709135034,0,0,1
"ms-access, ms-access-2010",151,960321,registered,tonydeleon,False,2751,0,1,57435188,1709135032,1,1,8
"iis, mime",1,14334390,registered,Bob,False,4,0,0,78075769,1709135023,0,0,1
"terraform, terragrunt",51,12176490,registered,YAZ84,False,11,0,0,78075768,1709135022,0,0,7
"javascript, reactjs, mern, react-hook-form, zod",19,22068423,registered,Prateek Kumar,True,16,1,0,78057167,1709135017,0,0,5
".net, unity-game-engine",1,23290437,registered,siwameron,False,26,0,-2,78074265,1709135006,0,0,1
"java, maven, java-6",21,21984148,registered,santi cazorla,False,9,0,0,78075765,1709135002,0,0,6
"html, database, tabs, search-engine, urlencode",3,23222943,registered,J Fav,False,42,0,0,78053734,1709134987,0,0,4
"git, logging",403,3398578,registered,milindbangar,True,42463,4,39,39253307,1709134982,1,3,7
"javascript, arrays, node.js, multidimensional-array",43,6617705,registered,Harshal Kale,True,4579,2,4,38497546,1709134977,0,1,4
"azure, terraform, devops",1,21047076,registered,mohamed benhadjnasr,False,36,2,0,78068789,1709134975,0,0,1
"c#, bootstrapper, wix4",11,22263696,registered,Philipp Strobel,True,495,1,1,76737783,1709134958,0,0,1
