Tag Value,Owner Reputation,Owner User ID,Owner User Type,Owner Display Name,Is Answered,View Count,Answer Count,Score,Question ID,Gold Badges,Silver Badges,Bronze Badges
"c++, macos, cmake, clang++, foundation",3207,1540501,registered,ivan.ukr,FALSE,36,1,-6,78142638,2,10,20
"python, scipy, scipy-optimize, astronomy",13,18455222,registered,Qwertie,TRUE,55,1,0,76382415,0,0,4
"kendo-ui, kendo-grid",1125,1244297,registered,rafoo,TRUE,49448,5,42,13613098,1,5,12
"java, primes",1179,10068494,registered,Shin Yu Wu,TRUE,3673,4,1,51443158,1,3,12
"matlab, plot, transfer-function, nyquist",188,14640243,registered,Mikayla Eckel Cifrese,FALSE,44,0,0,76428557,0,0,7
"deep-learning, nlp, neural-network, machine-translation, oov",2423,5511906,registered,Yu Gu,TRUE,2214,2,2,58567497,3,6,18
"python, numpy, multidimensional-array",5263,583464,registered,George,TRUE,58,1,1,76438336,2,12,22
"syntax, svelte",1957,130208,registered,Kabira  K,TRUE,11,1,0,78142492,1,7,19
"c, precision, numerical-methods, gradient-descent",77,21595035,registered,Niccol&#242; Tiezzi,TRUE,109,2,0,76447009,0,1,6
"sql-server, ssis, oledb",1,23578203,registered,Adriano Souza,FALSE,35,0,0,78141738,0,0,1
"photoshop, extendscript, photoshop-script",27,23563127,registered,Killovicz,TRUE,32,3,1,78133827,0,0,5
"python, sql, windows-task-scheduler",55,10357072,registered,Sara Logan,FALSE,417,0,0,59505385,0,0,5
"c#, asp.net-core, .net-5, appsettings",103,4837740,registered,ilFusta,FALSE,378,0,0,71618892,0,0,9
"reactjs, typescript, react-typescript",1,21246921,registered,KaizokuStrawHat,FALSE,23,1,0,78138159,0,0,2
"c#, linux, asp.net-core",12410,32772,registered,Russ,TRUE,468,1,-1,71706556,2,7,18
"c#, testing, entity-framework-core, asp.net-core-webapi, sqlite-net",3741,1093228,registered,Navid_pdp11,FALSE,22,0,-1,78143308,1,8,22
"c#, linq, asp.net-core",19,15936141,registered,Ramy.is.here,TRUE,465,2,0,71737581,0,0,5
"asp.net-core, entity-framework-core, .net-5",321,8425336,registered,CaptTaifun,FALSE,591,1,1,72034985,0,3,11
"android, ubuntu, android-source",513,3776241,registered,user3776241,TRUE,18,1,0,78110933,0,3,10
"python, linux, opencv, raspberry-pi, camera",65,15692976,registered,Tom Blums,TRUE,732,3,0,76819494,0,0,9
"python, nlp, huggingface-transformers, bert-language-model",637,4168794,registered,Mehdi Abbassi,FALSE,15,1,0,78142224,1,4,19
"reactjs, react-native, iframe",753,7234361,registered,Mengseng Oeng,TRUE,65832,4,14,52907052,1,3,15
"python, unit-testing, pytest, fixtures",2027,2712770,registered,James Kelleher,TRUE,1470,2,4,37734166,1,5,21
"jquery, vue-component, ag-grid, ag-grid-vue",1,23572541,registered,asdf,FALSE,13,0,0,78143315,0,0,1
"azure-active-directory, azure-ad-b2c, openid",710,4112924,registered,Anton Putau,TRUE,379,1,0,76948776,1,2,17
gdb,695,901826,registered,Aelian,FALSE,35,0,0,78069869,1,4,11
"windows, service, registry",1,12918651,registered,FlowOverStack,FALSE,9,0,0,78143319,0,0,2
"arrays, typescript, numpy, tensor",301,13730499,registered,Mhhany,TRUE,22,1,0,78143137,0,3,9
"c#, .net, nodatime",67288,1195080,registered,Mike Perrenoud,FALSE,27,0,0,78141728,10,25,51
"html, css, responsive-design, vuejs3, bootstrap-5",1,23528906,registered,Trinky,FALSE,19,1,0,78142221,0,0,3
"ruby-on-rails, wicked-pdf",3,13844326,registered,Huy Vo,TRUE,45,1,0,78125598,0,0,2
"sql-server, azure-sql-database, aws-aurora-serverless",3267,4191466,registered,fdkgfosfskjdlsjdlkfsf,FALSE,22,0,0,78143295,2,5,17
"azure-active-directory, azure-ad-b2c",85,5738561,registered,Kieron MK,FALSE,173,2,2,76953497,0,0,7
"oauth-2.0, azure-ad-b2c, azure-ad-b2c-custom-policy, identity-experience-framework",710,4112924,registered,Anton Putau,TRUE,190,2,1,76992610,1,2,17
"python, azure-ad-b2c, azure-ad-msal, azure-app-registration, msal",23,22117378,registered,Madeleine,TRUE,597,1,1,77018333,0,0,4
"python, encryption, lfsr, stream-cipher",19,23530138,registered,VComm,FALSE,29,1,0,78141124,0,0,4
"php, woocommerce, filter, decimal, price",35,19202008,registered,Hugo Andrade,TRUE,30,1,1,78141327,0,0,5
"perl, endianness, pack",42292,1255289,registered,miken32,FALSE,35,0,0,78143312,10,32,47
"android, android-studio",905,13576811,registered,enthusiastdev,TRUE,15720,1,3,71186259,1,6,9
"pine-script, pine-script-v5, tradingview-api, hour, dayofmonth",1,21543210,registered,Andre Asser,FALSE,185,0,0,75906451,0,0,1
"linux, asp.net-core, .net-core, centos7, asp.net-core-2.1",2983,949512,registered,nav100,TRUE,69848,11,46,55143246,1,4,12
"php, laravel, hubspot",559,5818608,registered,William Tonkin-Howe,FALSE,27,1,0,78138390,1,2,11
"spring-cloud-gateway, spring-resource-server",1,17995659,registered,Andrei Budevich,FALSE,10,0,0,78142339,0,0,2
"c#, list, httpclient",131,3329978,registered,abujafar,FALSE,47,2,0,78142787,0,1,10
"node.js, angular, macos, webpack, sass",547,11627272,registered,smunizaga,FALSE,18,0,-1,78143282,1,2,9
"c#, winforms, dictionary, class",105,14872379,registered,grimoiredark,FALSE,46,1,0,78141856,0,0,7
"r, tidyverse, stringr",31,23414139,registered,Lina,TRUE,42,3,3,78001864,0,0,1
"pine-script, pine-script-v5, tradingview-api, hour, dayofmonth",1,21543210,registered,Andre Asser,FALSE,185,0,0,75906451,0,0,1
"linux, asp.net-core, .net-core, centos7, asp.net-core-2.1",2983,949512,registered,nav100,TRUE,69849,11,46,55143246,1,4,12
"php, laravel, hubspot",559,5818608,registered,William Tonkin-Howe,FALSE,27,1,0,78138390,1,2,11
"spring-cloud-gateway, spring-resource-server",1,17995659,registered,Andrei Budevich,FALSE,10,0,0,78142339,0,0,2
"c#, list, httpclient",131,3329978,registered,abujafar,FALSE,47,2,0,78142787,0,1,10
"node.js, angular, macos, webpack, sass",547,11627272,registered,smunizaga,FALSE,18,0,-1,78143282,1,2,9
"c#, winforms, dictionary, class",105,14872379,registered,grimoiredark,FALSE,46,1,0,78141856,0,0,7
"r, tidyverse, stringr",31,23414139,registered,Lina,TRUE,42,3,3,78001864,0,0,1
"javascript, three.js",41639,1609729,registered,Oto Shavadze,TRUE,14,1,0,78143197,5,14,28
"java, hibernate, jpa",83,6418839,registered,JLopez,FALSE,55,2,1,74598329,0,1,11
google-datastream,1,22000716,registered,Brendan C.,FALSE,5,0,0,78143301,0,0,1
"unit-testing, go",1830,1732954,registered,Rob Kinyon,TRUE,30100,13,61,14249217,1,5,17
"python, dataframe, csv, python-xarray, cfgrib",13,22284522,registered,TB01,FALSE,10,0,0,78143298,0,0,3
"javascript, three.js, physics, rapier, rapier-3d",3,12697017,registered,tim,FALSE,13,0,0,78143297,0,0,5
"python, python-3.x, conv-neural-network, spyder",13,12770487,registered,Jorge M. Ropero Vega,TRUE,1307,1,0,59884224,0,0,3
"amazon-web-services, ssh, aws-nat-gateway",631,2017192,registered,ggedde,FALSE,23,1,0,78139701,0,3,11
"python, loops, nibabel, iterated-function",5,13112926,registered,user13112926,FALSE,507,1,0,60823412,0,0,2
plaid,3,14089309,registered,smaxington,FALSE,18,1,0,78141961,0,0,2
"python, 3d, vtk",33,13450901,registered,Jackie,TRUE,184,1,1,61780079,0,0,5
"python, apache-spark",11,23458912,registered,thecuriousone,TRUE,46,1,0,78036923,0,0,3
"python, nifti, mri, nibabel",133,11485522,registered,AleWolf,TRUE,8482,2,3,61833375,0,1,6
"theos, cydia, cydia-substrate",3,21942303,registered,Serch,FALSE,10,0,0,78143291,0,0,1
"flutter, flutter-animation",31,21143767,registered,Maxim,FALSE,15,0,0,78143290,0,0,4
"javascript, ios, mobile-safari, mobile-development",4157,893411,registered,m0j1,FALSE,13,0,0,78143288,2,5,18
"javascript, cookies, safari",567,4939001,registered,Berk &#214;zel,FALSE,5507,2,28,61617587,0,3,11
"registration, nifti, mri",57,13647248,registered,Paolorossi,FALSE,455,1,0,62101492,0,0,5
"python, namedtuple, pep, python-3.7, python-dataclasses",7409,7732200,registered,Oleh Rybalchenko,TRUE,93918,8,258,51671699,2,9,21
"java, spring, reactive-programming, spring-webflux, project-reactor",2722,1943856,registered,gkatzioura,TRUE,1539,2,1,69899707,1,8,18
"java, mockito, junit5, micronaut, micronaut-client",1,23577378,registered,Artishock,TRUE,34,1,0,78140711,0,0,1
"sql, sql-server, date",61,10448907,registered,ra_learns,FALSE,31,0,-1,78143199,0,0,6
"python, gltf, stl-format",45,15984299,registered,Chocolate173,FALSE,19,0,0,78143283,0,0,6
"python, loops, google-bigquery, row",1,10313538,registered,D9SeveN,FALSE,219,1,0,76942253,0,0,2
"android, macos, android-studio, jetbrains-ide",11,20766502,registered,Anitan Kumar,TRUE,526,3,1,74948332,0,0,3
"sql, sql-server, visual-studio-2012, dacpac",7178,2208114,registered,Cosmin Ionascu,TRUE,69682,5,171,18698481,3,7,21
"docker-compose, airbyte",31,22316802,registered,user22316802,FALSE,232,1,3,76946996,0,0,3
"android, ios, flutter, intercom",1,23443125,registered,Yaroslav,FALSE,11,0,-1,78143277,0,0,1
"azure, azure-managed-identity, azure-eventgrid",21,12473973,registered,Gary,TRUE,620,2,2,73815662,0,0,1
"apache-spark, spark-streaming, spark-structured-streaming",37,3746883,registered,XIAOAGE,FALSE,224,1,0,76954953,0,0,4
powershell,81,3032619,registered,Richard Payne,FALSE,232,0,0,73907636,0,1,9
"docker, airflow, virtualenv",1,14499061,registered,Nabaraj Ghimire,FALSE,94,1,0,76962782,0,0,2
"python, azure-web-app-service, fastapi",73,10902365,registered,Nick Petzold,FALSE,24,0,1,78143274,0,0,5
"google-cloud-platform, gcloud, google-cloud-run",661,1818286,registered,moirK,TRUE,901,2,1,73788467,1,2,16
"reactjs, react-router",1,17454269,registered,Faraz Rabbani,FALSE,12,0,0,78143260,0,0,3
"javascript, google-visualization",859,7763687,registered,cmill,FALSE,4,0,0,78143271,0,3,13
"php, laravel, laravel-10",19,20739698,registered,Lord_Shiva_Mahadev,FALSE,22,0,0,78143270,0,0,4
chart.js,3,23580314,registered,Holger Seehausen,TRUE,28,3,0,78142546,0,0,2
"azure, azure-stream-analytics",11,21877961,registered,GURMEET SINGH,FALSE,74,1,0,76991504,0,0,1
"javascript, reactjs, sentry",9580,5573294,registered,Canovice,TRUE,17570,7,25,64687662,3,7,21
"c#, unity-game-engine",1,23197152,registered,Joelbu,FALSE,24,1,0,78142394,0,0,3
"kotlin, kotlin-coroutines, kotlin-flow",12436,706628,registered,Barry Fruitman,TRUE,2736,3,2,74256985,4,9,28
"azure, azure-static-web-app",5460,151237,registered,Coreus,TRUE,3105,1,8,68844740,2,5,22
"google-cloud-platform, cloud, metadata, gcloud",41,19982403,registered,David Thornton,TRUE,367,2,1,73697767,0,0,3
"python, reactjs, django, fetch-api, django-channels",675,4736459,registered,Doug Steiert,FALSE,26,0,2,78124761,1,3,10
"azure, azure-static-web-app",155,11466562,registered,hornta,FALSE,281,1,1,72797426,0,2,9
"xaml, avaloniaui, avalonia",342,15995029,registered,kasra,TRUE,2355,2,4,73599442,0,1,13
hugo,3130,1407094,registered,kudlatiger,FALSE,113,0,0,76798270,1,6,20
c++,1,23562849,registered,romantsy,FALSE,41,0,-3,78143193,0,0,2
"amazon-web-services, email-verification",43,22369396,registered,KeyboardOnFire,TRUE,75,1,-1,76875433,0,0,3
"c#, android, .net, telegram, tdlib",147,731243,registered,ApmeM,FALSE,26,0,-1,78135375,1,1,9
"deployment, vercel, hugo, hugo-theme",48,16686432,registered,dmayilyan,FALSE,307,1,0,76964672,0,0,6
"c++, visual-studio-code, simd, intrinsics, neon",1,23557286,registered,Daokuan Wu,FALSE,39,0,-1,78141057,0,0,2
"azure, azure-static-web-app",8613,968379,registered,Matt,FALSE,164,1,0,77258052,6,9,22
"astrojs, astro",1,14405431,registered,Juan Dalisay Jr.,FALSE,14,1,0,78142876,0,0,1
"azure, azure-functions",340,2457398,registered,Anthony,TRUE,179,1,-1,77262221,1,2,10
"c, assembly, microcontroller, inline-assembly, riscv",25,12284777,registered,PresentEco,FALSE,34,0,1,78143046,0,0,3
"python, scikit-learn, tf-idf, cosine-similarity, oov",507,2861693,registered,nadre,TRUE,13849,1,6,42068474,1,2,14
sql,355,9518359,registered,Charles.C,TRUE,49,2,1,78142842,1,3,13
"raspberry-pi, wifi, adhoc",277,1023478,registered,Ankith,FALSE,2477,2,2,21697808,1,2,8
"python, excel, vba",11,23436322,registered,CleverName,TRUE,28,1,0,78132865,0,0,1
"android, android-permissions, android-mediaprojection, android-14",23,22411322,registered,Kiruba,FALSE,214,1,0,77713020,0,0,7
"ios, objective-c, iphone, ip, hotspot",386,1333872,registered,Dmitriy Pushkarev,TRUE,16901,1,-1,21659328,1,3,14
"nlp, statistics, tf-idf, oov",20850,15842,registered,Gregg Lind,TRUE,3594,2,8,223032,4,13,22
"php, webcam, avconv",56,3656400,registered,user3656400,TRUE,421,2,0,31027269,0,0,5
"python, serial-port, pymodbus",3967,3851407,registered,oscarbranson,FALSE,715,1,0,76805911,1,5,12
"flutter, dart",186,9915119,registered,Clavum,TRUE,676,2,4,74704732,0,1,8
"java, spring-boot, lombok",9,23173813,registered,jacksondel,FALSE,42,0,0,78136868,0,0,3
"r, xml, xpath, xml-parsing",11,12960161,registered,amy,TRUE,40,1,0,78140253,0,0,2
"facebook-opengraph, imessage",111,6156745,registered,Travis Don Kindred,TRUE,213,1,1,76871295,0,0,3
"reactjs, react-router",1,17454269,registered,Faraz Rabbani,FALSE,32,2,-1,78137228,0,0,3
"arrays, c, pointers",243,10916973,registered,user394334,FALSE,55,0,-1,78143154,0,1,9
"azure, deployment, azure-web-app-service, webdeploy, azure-deployment",35,18696642,registered,Vinicius Maciel Pires,FALSE,29,0,0,78143245,0,0,3
"android, ip, wifi",10103,719212,registered,ductran,TRUE,9393,2,4,6561317,4,12,28
"git, github, branch",8409,4451521,registered,KansaiRobot,FALSE,23,1,0,78140425,2,8,23
"quarkus, quarkus-panache, quarkus-reactive, quarkus-hibernate-reactive",13,15929100,registered,binocla,FALSE,15,0,0,78143242,0,0,5
"python, numpy",16706,159072,registered,user366312,TRUE,81,2,-2,78143064,5,9,31
"json, charts, visualization, vega-lite",454,4397981,registered,TacoV,TRUE,53,3,1,78075601,1,2,13
"excel, excel-formula",101,22466538,registered,Luca T. Castrill&#243;n,FALSE,23,0,0,78143238,0,0,2
"flutter, dart, statelesswidget",11,23487035,registered,The wanderer,FALSE,22,1,1,78132655,0,0,2
"java, android, image, url",494,3303358,registered,Shashank,FALSE,1474,1,0,21795219,0,2,14
"mongodb, mongodb-query, mongodb-.net-driver",1793,1301310,registered,Gina Marano,TRUE,8717,1,1,46201376,1,4,17
"json, charts, visualization, vega-lite",454,4397981,registered,TacoV,TRUE,53,3,1,78075601,1,2,13
"excel, excel-formula",101,22466538,registered,Luca T. Castrill&#243;n,FALSE,23,0,0,78143238,0,0,2
"flutter, dart, statelesswidget",11,23487035,registered,The wanderer,FALSE,22,1,1,78132655,0,0,2
"java, android, image, url",494,3303358,registered,Shashank,FALSE,1474,1,0,21795219,0,2,14
"mongodb, mongodb-query, mongodb-.net-driver",1793,1301310,registered,Gina Marano,TRUE,8717,1,1,46201376,1,4,17
"python-3.x, scikit-learn, tf-idf, oov",329,10477258,registered,Shubham Bajaj,TRUE,5013,1,8,58371573,1,2,9
"java, flutter, gradle",121,16802990,registered,Simone,TRUE,19,1,1,78142862,0,1,7
"scala, apache-spark, apache-spark-sql, apache-iceberg",31,13044802,registered,domisj,TRUE,3776,2,3,60634897,0,1,2
"amazon-s3, hadoop, hive, apache-iceberg, metastore",629,1325109,registered,dmgcodevil,TRUE,2379,1,0,64214481,1,2,14
"java, apache-iceberg",23,11168712,registered,harryboot,TRUE,6888,1,1,64889598,0,1,5
"postgresql, sqlalchemy, flask-sqlalchemy, render, flask-socketio",1,21088863,registered,ivanbosk,FALSE,27,0,0,78143015,0,0,1
matlab,1,23571900,registered,bpunt,FALSE,15,0,-5,78143231,0,0,1
rest,1876,2866298,registered,osama yaccoub,FALSE,48,2,0,76472368,1,6,21
"android, gradle, android-jetpack-compose",128,10575711,registered,No_Name,FALSE,8,1,0,78139782,0,0,8
"apache-flink, delta-lake, apache-iceberg, apache-hudi",6020,4443784,registered,Tom,FALSE,452,0,1,65046873,2,6,17
"java, apache-spark-sql, delete-row, apache-iceberg",23,11168712,registered,harryboot,TRUE,1515,1,0,65165940,0,1,5
mysql,57,4166841,registered,stanhook,FALSE,36,1,-3,78142565,0,1,9
"php, ubuntu, apache2",19003,4684797,registered,Black,TRUE,1811,2,2,72531771,4,12,34
"python, web-crawler",1,18352486,registered,kai,FALSE,23,0,-2,78133642,0,0,2
"r, user-interface, shiny, plotly, bslib",27,18837126,registered,vaely,TRUE,19,1,0,78142424,0,0,6
rust,5354,3177701,registered,Rufus,FALSE,13,0,-1,78143011,3,7,21
"angular, testing, ts-jest",1094,1938143,registered,user1938143,FALSE,9,0,0,78143223,1,3,11
"python, matplotlib, legend, legend-properties",215,13070745,registered,Samovian,TRUE,1019,2,2,71309580,0,2,7
"swift, xcode",1815,10157354,registered,Anvil,TRUE,11760,4,7,69476019,1,4,12
"amazon-s3, product-variations, amazonsellercentral",1,13638025,registered,Danial Pato,FALSE,215,0,0,76472670,0,0,2
python,3,23580763,registered,Bunny45,FALSE,28,1,0,78143190,0,0,2
"uml, diagram, class-diagram, sequence-diagram",3,20216448,registered,Maksym Pelyshko,FALSE,13,1,-1,78143115,0,0,3
"javascript, reactjs, swr",25,21250331,registered,Niki,FALSE,194,0,0,76472837,0,0,6
"reactjs, react-table, tanstackreact-query, tanstack-table",213,836908,registered,viscroad,FALSE,11,0,0,78143132,0,2,8
"webgl2, premultiplied-alpha",777,350334,registered,Yoz,FALSE,17,0,0,78141299,0,3,15
"mysql, rundeck",3,20186881,registered,Julio Diniz,TRUE,20,1,0,78143117,0,0,2
"php, woocommerce",483,2197774,registered,user2197774,FALSE,14,0,0,78143211,1,2,11
"node.js, nginx, networking, reverse-proxy",51,14317867,registered,Tre Seibert,FALSE,10,0,-1,78143209,0,0,5
"php, docusignapi, docusign-sdk",23,9023205,registered,olevacho,TRUE,17,1,0,78133844,0,0,5
"javascript, html, onclick, onmouseclick",1685,3444908,registered,Bryce Hahn,TRUE,288953,6,97,23744605,1,3,12
"javascript, html, typescript, markdown, astrojs",16,22716701,registered,y-neck,FALSE,43,0,0,78041963,0,0,3
"c#, wpf",605,658285,registered,sfm,FALSE,31,1,-2,78143072,0,6,12
"python, listdir",689,6273533,registered,geoJshaun,TRUE,26,2,1,78143080,1,2,12
"android, ios, database, flutter, storage",13,22653733,registered,Muhammed Halil Demirci,FALSE,25,1,-1,78142891,0,0,3
"python, pip, mediapipe",159,11490644,registered,MJK618,TRUE,25966,8,3,70061068,3,5,14
"certificate, self-signed-certificate, swaggerhub",11,14372373,registered,Jesse Merhi,FALSE,1106,1,1,71520381,0,0,2
"ios, flutter, xcode, dart, simulator",39,10942341,registered,Mohamed Wazery,FALSE,880,1,2,76654101,0,0,7
"javascript, reactjs, typescript, react-native, expo",35,15761153,registered,Samir,FALSE,40,1,0,77084822,0,0,4
"c++, embedded, microcontroller, can-bus, stm32-hal",139,15879231,registered,lazba,TRUE,416,2,0,71242188,0,1,9
"ios, swift, qlpreviewcontroller, ios-pdfkit",4727,1619193,registered,Shawn Frank,FALSE,15,0,0,78143191,2,6,22
"javascript, node.js, firebase-realtime-database, google-cloud-functions",1,17111158,registered,Harsh Sharma,FALSE,16,0,0,78142610,0,0,3
"vercel, astrojs",6460,1734815,registered,Danielo515,FALSE,42,0,0,78034697,2,8,20
"excel, excel-formula, formula",23,23505529,registered,Quasar,TRUE,32,1,1,78142988,0,0,4
c#,1,1852100,registered,user1852100,FALSE,18,0,-3,78143188,0,0,1
"typescript, svelte, react-testing-library, astrojs, svelte-testing-library",419,3532505,registered,user3532505,FALSE,63,0,1,78033159,1,3,12
"javascript, css, tailwind-css, astrojs",1,23443416,registered,user23443416,FALSE,47,0,0,78022990,0,0,1
"python, max, list-comprehension, accumulate",26839,12671057,registered,Kelly Bundy,TRUE,319,2,-3,71833043,7,13,39
"python, websocket, python-asyncio",473,17800932,registered,bmitc,FALSE,15,1,0,78142890,0,1,11
"php, laravel, laravel-5",1636,213248,registered,Illes Peter,TRUE,7063,4,8,40095764,1,3,17
"visual-studio-code, iostream, include-path",23,20986735,registered,MagoLione,FALSE,70,1,0,78132255,0,0,5
"java, html, pdf, docx4j",21,15605671,registered,redmond,FALSE,8,0,0,78143185,0,0,3
"video, ffmpeg, vulkan",382,14481827,registered,cecil,FALSE,12,0,-1,78143184,0,3,7
elixir,14602,2926641,registered,Alex Antonov,TRUE,8997,4,9,39855454,5,13,36
"powershell, invoke-webrequest",1,23423279,registered,DJK,FALSE,39,0,0,78134675,0,0,1
"python, pandas, dataframe",1,7783495,registered,Jing918,FALSE,22,0,0,78143180,0,0,1
"python, windows, python-packaging, python-embedding, pth",43506,1422096,registered,Basj,FALSE,25,1,1,78141853,9,19,38
"configuration, astrojs",1216,4655177,registered,Xiduzo,TRUE,43,1,0,78022593,0,5,19
"pdf, tiff, imagemagick-convert, imagemagick.net",809,1369508,registered,Aidal,FALSE,193,1,0,76119758,1,2,13
visual-studio,1,13717223,registered,Abdrlrahman,FALSE,56,1,0,76843441,0,0,3
"node.js, angular, express, npm, node-modules",13,23055639,registered,Meak,FALSE,21,1,0,78138244,0,0,2
"c++, arguments, parameter-passing",1,23567350,registered,Ioannis Machaliotis,FALSE,54,0,-2,78141417,0,0,3
"java, regex, sonarqube",188,1883734,registered,rmaitipe,TRUE,32,1,-1,78143135,0,1,13
"python, python-polars",11,23570990,registered,Татьяна Вахрушева,TRUE,42,2,1,78142482,0,0,1
"email, postfix-mta",422,1109745,registered,mco,FALSE,8,0,0,78143174,1,2,14
"azure, docker",295,12139954,registered,Ani,FALSE,19,1,0,78141601,1,2,10
"azure, search, indexing",184,841898,registered,Petr J,FALSE,11,0,0,78143168,0,2,11
"logical-operators, indices, matlab-app-designer, matlab-uitable",1,23361116,registered,conbot,FALSE,11,1,0,78143066,0,0,1
"mysql, node.js, json, sequelize.js",995,1070276,registered,Andrei,FALSE,127,3,1,78075713,1,4,17
"swift, uimenu",729,1353621,registered,fabiobh,TRUE,39,2,0,78115317,1,6,19
"django, django-tenants",93,2804110,registered,alon_r,FALSE,14,0,0,78141673,0,0,7
laravel,5306,7235774,registered,Afraz Ahmad,TRUE,966,1,0,54379103,0,6,20
"c, embedded, stm8",39,23510483,registered,samcns,FALSE,18,0,2,78143159,0,0,2
"laravel, laravel-passport, laravel-admin",29,2007024,registered,user2007024,TRUE,79,1,0,55024794,0,0,6
"php, laravel, guzzle",21,10511217,registered,Олег Шумилин,TRUE,16952,3,1,52829645,1,1,3
swiftui,6044,917521,registered,Deepak Sharma,TRUE,34,1,0,78142562,2,6,17
"haskell, error-handling, monads, applicative, semigroup",485,2490706,registered,hyllos,TRUE,84,1,4,78140443,0,3,11
"flutter, maps, fluttermap, flutterflow, flutter-mapbox-gl",29,22884480,registered,Chase Starr-Kercheval,TRUE,306,1,1,77450590,0,0,3
"javascript, google-chrome-extension, code-injection, requestly",21,23305519,registered,deepak singh,FALSE,51,1,2,77911144,0,0,1
"docker, azure-devops, azure-pipelines",503,8894449,registered,PRAVEEN PDBR,TRUE,27032,7,31,59266670,1,4,14
"laravel, laravel-passport, laravel-admin",29,2007024,registered,user2007024,TRUE,79,1,0,55024794,0,0,6
"php, laravel, guzzle",21,10511217,registered,Олег Шумилин,TRUE,16952,3,1,52829645,1,1,3
swiftui,6044,917521,registered,Deepak Sharma,TRUE,34,1,0,78142562,2,6,17
"haskell, error-handling, monads, applicative, semigroup",485,2490706,registered,hyllos,TRUE,84,1,4,78140443,0,3,11
"flutter, maps, fluttermap, flutterflow, flutter-mapbox-gl",29,22884480,registered,Chase Starr-Kercheval,TRUE,306,1,1,77450590,0,0,3
"javascript, google-chrome-extension, code-injection, requestly",21,23305519,registered,deepak singh,FALSE,51,1,2,77911144,0,0,1
"docker, azure-devops, azure-pipelines",503,8894449,registered,PRAVEEN PDBR,TRUE,27032,7,31,59266670,1,4,14
"json, jq, data-wrangling",2896,66191,registered,ScaryAardvark,TRUE,38,1,0,78121993,1,6,16
"node.js, express, graphql, apollo",85,12725526,registered,felixleo22,FALSE,9,0,0,78143149,0,0,10
"java, postgresql, jdbc",3647,191191,registered,Rodrigue,TRUE,4719,3,13,21074299,2,11,25
"android, unity-game-engine, plugins",3,15447370,registered,Norman Atomic,TRUE,26,1,0,78132951,0,0,4
"python, opencv, modulenotfounderror",1,23581085,registered,NasirMe,FALSE,20,0,0,78143022,0,0,1
"php, mysql, laravel",91,10114461,registered,Dan Alexandru,FALSE,72,1,1,69807998,1,1,6
"excel, powerbi",1,23579841,registered,Darren,FALSE,22,0,0,78142239,0,0,1
"objective-c, macos, image-capture, macos-sonoma",147,1144011,registered,David Gagnon,FALSE,18,0,-1,78142993,0,1,7
"flutter, provider, flutter-getx",1,23112635,registered,DonSoft,FALSE,30,1,0,77671065,0,0,1
oracle,11,2728615,registered,user2728615,FALSE,11138,1,1,42781544,1,1,4
"c#, office365, excel-2016",557,5512657,registered,Cass,FALSE,8861,2,1,40455330,1,3,12
"python, list, dictionary, robotframework",615,4151858,registered,louis,FALSE,10328,3,2,40121844,1,2,10
"informatica, informatica-powercenter",55,2039681,registered,Blossom,FALSE,10050,2,1,36855077,1,1,8
"types, protocol-buffers, ada",3162,7237062,registered,LoneWanderer,TRUE,3272,2,10,58312459,1,11,26
"vuejs3, vue-test-utils, vitest",333,4150443,registered,Ben,FALSE,17,0,0,78139866,1,2,11
"java, database, spring-boot, liquibase-hibernate, liquibase-maven-plugin",1,23525964,registered,Marcello Vestri,FALSE,17,1,0,78100353,0,0,2
"laravel, rest",155,12896369,registered,Ricky Anwar,FALSE,120,1,0,73187885,0,2,6
"three.js, react-three-fiber",27,11140546,registered,Tyubit,FALSE,9,0,0,78143140,0,0,5
"python-3.x, sqlalchemy",162,571756,registered,simpleCoder,FALSE,8,0,0,78143052,0,1,11
mysql,13,3720142,registered,user3720142,FALSE,26,1,0,78142978,0,0,3
git,4924,122150,registered,Peter Westlake,TRUE,29263,1,51,17219102,1,10,24
"laravel, image",3,20999579,registered,Tariq Khan,TRUE,42,1,0,75108653,0,1,3
"qt, qt3d, imgui",85,14743375,registered,Aleix Mart&#237;,FALSE,12,0,0,78143134,0,0,7
"android, kotlin",4654,5942579,registered,Emmanuel Mtali,TRUE,6663,4,2,68783477,3,11,23
"r, reshape, calculated-columns",1132,8376001,registered,Mohamed Rahouma,FALSE,30,3,0,78142713,0,4,14
"java, selenium-webdriver",23,9077648,registered,Brian Susol,FALSE,18,0,2,78142550,0,0,4
"javascript, reactjs, react-hooks",2995,1500261,registered,timothym,TRUE,259611,13,148,55622768,2,3,15
jmeter,33,11945044,registered,Omeng,TRUE,5400,3,1,57704337,0,1,4
"godot, godot4",20349,1430156,registered,O. R. Mapper,TRUE,32,1,-2,78137350,6,16,34
oraclereports,463,1892570,registered,Jacob,FALSE,7,0,0,78143131,0,4,14
"php, laravel",97,15240756,registered,DJEBARRA RABAH ABDERRAZAK,FALSE,876,1,1,75877165,0,0,6
"http-status-code-404, iis-8",1044,2404084,registered,Abdul Qayyum,FALSE,22,0,0,78142464,0,4,14
"binding, xamarin.ios, objective-sharpie, swift-framework",1,14122090,registered,Daymox,FALSE,19,0,0,78143130,0,0,1
